,name,price,colour,description,about_me,brand,category
9290,ASOS DESIGN Tall Denim fitted western shirt in midwash blue,46.32,Midwash blue,One for your wardrobe     Spread collar Long sleeves    Button placket     Regular fit A standard cut for a classic shape Part of the Eco Edit,"           Non-stretch denim We partner with the Better Cotton Initiative to improve cotton farming globally For the people who grow it and the environment, too Bet you thought we just made clothes, right? Main: 100% Cotton.",ASOS DESIGN,tops
9291,ASOS DESIGN Maternity casual smock,25.94,White,Keep it simple Crew neck Smock shape Relaxed fit Think baggy and casual    Designed to fit you from bump to baby,           Cotton jersey Soft and lightweight  Main: 100% Cotton.,ASOS DESIGN,tops
9292,PrettyLittleThing strappy bandeau top in jacquard print,27.79,Multi,Worth making plans for Bandeau neck    Lace-up front and back Cropped length Slim fit A narrow cut to the chest,           Silky jacquard Soft fabric with a woven-in pattern Main: 100% Polyester.,PrettyLittleThing,tops
9293,ASOS DESIGN oversized boxy t-shirt in stripe,22.23,Red/white,Throw on and go Striped design Crew neck Raglan sleeves Oversize fit More room for activities,"           Everyday T-shirt fabric Basic in the best way  Main: 47% Viscose, 44% Polyester, 9% Elastane.",ASOS DESIGN,tops
9294,ASOS DESIGN Maternity oversized v front and v back t-shirt in black,22.23,Black,For your daytime thing V-neck V-cut back Oversized fit Designed to fit through all stages of pregnancy,           Lightweight viscose Soft and drapey Main: 100% Viscose.,ASOS DESIGN,tops
9295,New Girl Order oversized t-shirt in all over floral print co-ord,40.76,Grey floral,Part of a co-ord Bottoms sold separately Floral design High neck Short sleeves Oversized fit More room for activities,           Soft cotton jersey The official term for 'T-shirt fabric'  Body: 100% Cotton.,New Girl Order,tops
9296,River Island high neck top in purple,44.46,Purple,Add it to your everyday line-up High neck Puff sleeves Button-keyhole back Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Body: 100% Polyester.,River Island,tops
9297,ASOS DESIGN Petite cami with square neck in fitted rib in white,14.82,White,For your daytime thing Square neck Sleeveless style Fixed cami straps Skinny fit Sits tight to the chest,"           Ribbed jersey Soft-touch style  Main: 97% Viscose, 3% Elastane.",ASOS DESIGN,tops
9298,ASOS DESIGN asymmetric body with open strap back in neon pink,33.35,Neon pink,Not just any body     Asymmetric neck Open back Strap design Thong cut     Press-stud fastening underneath    Bodycon fit A tight cut to the body,"           Smooth knitted fabric The kind that stretches Main: 88% Polyester, 12% Elastane.",ASOS DESIGN,tops
9299,PrettyLittleThing one shoulder velvet body with high neck in blue,27.79,Blue,Not just any body High neck One-shoulder design High-cut leg Bodycon fit A tight cut to the body,"           Soft velvet One smooth operator Main: 95% Polyester, 5% Elastane.",PrettyLittleThing,tops
9300,Missguided button front strappy bodysuit with lettuce hem in yellow,22.23,Yellow,No more tucking your top back into your jeans all day long Button front Lettuce-edge trim Bodycon fit A tight cut to the body,"           Soft jersey T-shirt fabric, in other words Main: 50% Polyester, 45% Cotton, 5% Elastane.",Missguided,tops
9301,Boohoo satin blouse with high cowl neck in white with black spot,40.76,Multi,Coming soon to your Saved Items Spot print High neck    Button-keyhole back Regular fit True to size,"           Glossy, satin-style fabric  Silky-smooth and drapey Main: 100% Polyester.",boohoo,tops
9302,Object pussy bow back blouse with ruffle sleeve,83.37,Black,Add-to-bag potential: considerable High neck Pussy-bow tie to back Short sleeves Ruffle trims Regular fit Just select your usual size,"           Lightweight woven fabric Drapes softly over the body   Body: 100% Polyester, Lining: 100% Polyester.",Object,tops
9303,COLLUSION Unisex t-shirt with pocket in acid wash,22.23,Pink,"Throw on and go Crew neck Utility chest pocket Contrast logo tab Unisex style Relaxed fit That slouchy, baggy feel","           Soft jersey T-shirt fabric, in other words  Main: 100% Cotton.",COLLUSION,tops
9304,River Island shirt with asymmetric hem in pink heart print,64.84,Pink print,It's already got your attention Point collar Button placket Asymmetric hem Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,River Island,tops
9305,New Look tee with roll sleeves in white,24.07,White,Plain design Goes with everything Round neck Rolled cuffs Button-keyhole back Relaxed fit Loose but not oversized,           Lightweight woven fabric The kind that doesn't stretch  Main: 100% Polyester.,New Look,tops
9306,New Look high heck pie crust short sleeve top in black,24.07,Black,Easily dressed up or down High neck Keyhole back Slim fit Cut close to the body,"           Soft jersey Ribbed finish  Main: 97% Polyester, 3% Elastane.",New Look,tops
9307,Saint Genies metallic crop top in green,27.79,Green,Cue the party playlist Scoop neck Adjustable straps Zip-through back Cropped style Slim fit A narrow cut to the chest,           Lightly textured fabric Shiny metallic finish Fabric: 100% Polyester.,Saint Genies,tops
9308,Missguided oversized satin shirt with contrast pockets in pink,46.32,Pink,Add-to-bag potential: considerable Point collar Contrast collar and pockets Button placket Long sleeves Oversized fit Designed to be baggy,           Satin-style fabric Glossy on the surface Drapes like a dream Main: 100% Polyester.,Missguided,tops
9309,NA-KD off shoulder ribbed crop top with drawstring in white,44.46,White,It’s everything you’ve been scrolling for Off-the-shoulder style Flared sleeves Ruched front Ribbed finish    Cropped cut Slim fit A narrow cut to the sleeves and chest,"           Go-with-everything jersey It's a soft all-rounder Main: 70% Polyester, 25% Viscose, 5% Elastane.",NA-KD,tops
9310,Napapijri Base hoodie in black,148.22,Black,Throw on and go Over-the-head style Drawstring hood Logo to chest Pouch pocket Fitted trims Regular fit Just select your usual size,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 80% Cotton, 20% Polyester.",Napapijri,tops
9311,ASOS DESIGN Curve co-ord knitted vest in stitch detail,40.76,Cream,Part of a co-ord set Skirt sold separately Low V-neck Cami straps Cropped length Relaxed fit For a slouchy silhouette,"           Textured cotton-mix knit Just a hint of cosy  Body: 82% Acrylic, 18% Cotton.",ASOS DESIGN,tops
9312,The Couture Club oversized hooded motif sweat top in tan,92.64,Tan,Throw on and go Fixed hood The Couture Club logo Pouch pocket Long sleeves Fitted cuffs and hem Oversized fit Designed to look baggy,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Fabric: 80% Cotton, 20% Polyester.",The Couture Club,tops
9313,The Ragged Priest long sleeve crop top in tie dye,55.58,Green,"Your casual vibe, sorted Crew neck Tie-dye print Cropped cut Regular fit Just select your usual size",           Go-with-everything jersey It's a soft all-rounder Body: 100% Cotton.,The Ragged Priest,tops
9314,Nike Plus rose gold heritage sweatshirt,83.37,Rose gold/sail/(blac,Throw on and go Colour-block design Crew neck    Nike Swoosh logo Fitted trims    Regular fit Just select your usual size,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 80% Cotton, 20% Polyester, Rib: 98% Cotton, 2% Elastane",Nike,tops
9315,PS Paul Smith long sleeve t-shirt with stripe aleevesand cheetah,224.18,White,Team with jeans and you're good to go Crew neck Striped sleeves Cheetah and logo print Relaxed fit Think baggy and casual,           Go-with-everything jersey It's a soft all-rounder Body: 100% Cotton.,PS Paul Smith,tops
9316,Boohoo halterneck top with peplum and ruching detail in pink,27.79,Pink,Add-to-bag potential: considerable High neck Halter neck Button fastening Ruched design Peplum-hem Regular fit Just select your usual size,"           Stretch jersey A soft, versatile fabric  Main: 95% Polyester, 5% Elastane.",boohoo,tops
9317,ASOS DESIGN off shoulder top with long sleeve in white,17.6,White,"Plain design
Goes with everything Bardot neck Off-shoulder style Long sleeves Slim fit Kinda like you shrunk it in the wash","           Soft, stretch jersey A little give goes a long way  Main: 95% Viscose, 5% Elastane.",ASOS DESIGN,tops
9318,ASOS DESIGN lounge knitted jumper with stripe hem,51.88,Cream,As if we needed another excuse to cancel our plans Boat neck Dropped shoulders Contrast stripes Relaxed fit Think baggy and casual,           Ribbed knit For a textural switch-up  Main: 100% Acrylic.,ASOS DESIGN,tops
9319,ASOS DESIGN fuller bust long sleeve shirt body in stretch cotton,40.76,White,Not for the clumsy ones Point collar Concealed placket Thong back Regular cut Fits you just right,"           Smooth woven fabric It's got a little give  Fabric 1: 100% Cotton, Main: 96% Cotton, 4% Elastane.",ASOS DESIGN,tops
9320,Savage x Fenty lace triangle bralette in vanilla,90.78,Iced,A little something for your lingerie drawer Triangle cups    Adjustable straps Lace insert    Hook-and-eye fastening,"           Fine mesh For those see-through vibes Fabric 1: 87% Nylon, 13% Elastane, Lace: 82% Nylon, 13% Elastane, 5% Metallic Fibres.",SAVAGE X FENTY,tops
9321,Missguided Tall ribbed velvet co-ord in burgundy,33.35,Burgundy,nan,,Missguided Tall,tops
9322,Pimkie tie detail v neck floral top in red,25.92,Red,For your daytime thing     V-neck    Tie front Long sleeves    All-over print Regular fit Just select your usual size,"           Go-with-everything jersey It's a soft all-rounder Main: 96% Polyester, 4% Elastane.",Pimkie,tops
9323,Opening Ceremony unisex box logo crewneck Jumper,340.9,White multi,"Your casual vibe, sorted Crew neck    Opening Ceremony box logo    Ribbed  trims     Regular fit Just select your usual size Unisex style",           Pure woven cotton Just a hint of texture  Body: 100% Cotton.,Opening Ceremony,tops
9324,ASOS DESIGN ultimate organic cotton sweat in black,23.16,Black,Part of our responsible edit Crew neck Dropped shoulders Fitted trims Relaxed fit Think baggy and casual,"           Soft sweatshirt fabric Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 100% Organic Cotton.",ASOS DESIGN,tops
9325,Ivyrevel long sleeve cutout top in black,51.88,Black,Add-to-bag potential: considerable    High neck    Cut-out front     Long sleeves     Regular fit Just select your usual size,"           Go-with-everything jersey It's a soft all-rounder Fabric: 92% Polyester, 8% Elastane.",Ivyrevel,tops
9326,ASOS DESIGN Tall high neck knitted tank,37.05,Cream,For your daytime thing    High neck    Racer style cut     Ribbed trims     Regular fit Just select your usual size,"           Cotton-rich knit It's got a little give  Body: 67% Cotton, 33% Polyamide.",ASOS DESIGN,tops
9327,Puma Classics Tight Top Sage,37.05,Green,Throw on and go Crew neck Contrast piping PUMA logo Skinny fit A tight cut to the sleeves and chest Exclusive to ASOS,"           Cotton jersey  The kind that stretches   Main: 95% Cotton, 5% Elastane.",PUMA,tops
9328,Missguided plunge belted peplum top in lilac,40.76,Lilac,For your daytime thing Deep plunge neck Concealed placket Belted waist Long sleeves Regular fit Just select your usual size,"           Crisp, lightweight cotton Breathable too  Main: 100% Cotton.",Missguided,tops
9329,ASOS DESIGN turtle neck sleeveless bodysuit in black,22.23,Black,Part of our responsible edit Turtle neck Sleeveless style Thong back Bodycon fit A tight cut to the body,"           Soft jersey We partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals  Main: 95% Cotton, 5% Elastane.",ASOS DESIGN,tops
9330,Criminal Damage reflective detail tape crop top co-ord,59.29,Black,Part of a co-ord set Mix and match Scoop neck Reflective tape Cropped length Regular fit Just select your usual size,"           Smooth fabric The kind that stretches  Body: 95% Polyester, 5% Elastane.",Criminal Damage,tops
