web-scraper-order,web-scraper-start-url,link,link-href,title,brand,price,description,material,colour,category
"1573751748-13932","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFDorothy PerkinsMaternity Orange Floral Wrap TopS$ 39.90NOW S$ 24.00Available in several sizes","https://www.zalora.sg/dorothy-perkins-maternity-orange-floral-wrap-top-white-1208532.html","Maternity Orange Floral Wrap Top","Dorothy Perkins","S$ 39.90","- Wrapover top with floral print
- V neckline
- Regular fit
- Slip on style
- Polyester blend
- Model wears a UK 8 and is 178cm tall","97% Polyester, 3% Elastane","Ivory","null"
"1573771377-17500","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","31% OFFGAPFavorite Crew Neck TopS$ 23.90NOW S$ 16.60International Sizes:XSSMLXL","https://www.zalora.sg/gap-favorite-crew-neck-top-yellow-1202314.html","Favorite Crew Neck Top","GAP","S$ 23.90","- Solid tone plain short sleeve T-shirt
- Unlined
- Crew neckline
- Regular fit
- Cotton blend
- Model wears an S and is 176cm tall","60% Cotton, 40% Modal","Lemon Curry","Tops"
"1573773232-17709","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","27% OFFGAP50th Anniversary T-ShirtS$ 43.90NOW S$ 31.90International Sizes:XXSXSSM","https://www.zalora.sg/gap-50th-anniversary-t-shirt-blue-1202290.html","50th Anniversary T-Shirt","GAP","S$ 43.90","- Tie dye print drop shoulder short sleeve T-shirt with chest pocket
- Unlined
- Crew neckline
- Regular fit
- 1 chest pocket
- Cotton
- Model wears an S and is 176cm tall","100% Cotton","Blue Tie Dye","Tops"
"1573764769-16709","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","24% OFFLondon RagPeach High Neck Casual TopS$ 37.00NOW S$ 28.00International Sizes:XSMLXL","https://www.zalora.sg/london-rag-peach-high-neck-casual-top-orange-1169341.html","Peach High Neck Casual Top","London Rag","S$ 37.00","This simple casual top is impromptu pick for summer's. 

-Sleeveless, High Neck, Studded Casual Top

-Soft and Comfortable Fabric.

-Team this with slimfit or ripped denims and pumps to look hot.

-Suitable For Work,Party,Travel and other Casual Occasions.

-CL7443","Polyester","Peach","Tops"
"1573757838-15405","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFPiecesIsisse Strap Crop TopS$ 29.00NOW S$ 26.10International Sizes:XS/SS/MM/LL/XL","https://www.zalora.sg/pieces-isisse-strap-crop-top-black-1262633.html","Isisse Strap Crop Top","Pieces","S$ 29.00","- Solid tone shimmer crop top
- Round neckline
- Unlined
- Slim fit
- Slip on style
- Polyamide blend
- Model wears an XS/S and is 173cm tall","84% Polyamide, 10, Elastane, 6% Metallic Fibers","Black","Tops"
"1573753739-14457","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","41% OFFLavish AliceStrappy Neck TopS$ 111.90NOW S$ 65.90UK Sizes:68101214","https://www.zalora.sg/lavish-alice-strappy-neck-top-purple-1152408.html","Strappy Neck Top","Lavish Alice","S$ 111.90","- Solid hue cold shoulder strappy top
- V-neckline
- Regular fit
- Back zip fastening
- Self-tie neck closure
- Short overlay sleeves
- Peplum hem
- Polyester blend
- Model wears a UK 8 and is 175cm tall","97% Polyester, 3% Elastane","Lilac","Tops"
"1573743173-11607","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","26% OFFSuperdryGoods Co Flock Metallic Entry TeeS$ 59.00NOW S$ 43.90UK Sizes:10121416","https://www.zalora.sg/superdry-goods-co-flock-metallic-entry-tee-white-1015521.html","Goods Co Flock Metallic Entry Tee","Superdry","S$ 59.00","- Mono tee with graphic print
- Round neckline
- Regular fit
- Slip-on style
- Short sleeves
- Cotton
- Model wears a UK 8 and is 170cm tall","Cotton","Optic","Tops"
"1573749725-13389","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","29% OFFDorothy PerkinsGrey Marl Lux Motif T-ShirtS$ 33.90NOW S$ 23.90UK Sizes:68101214","https://www.zalora.sg/dorothy-perkins-grey-marl-lux-motif-t-shirt-grey-1060608.html","Grey Marl Lux Motif T-Shirt","Dorothy Perkins","S$ 33.90","- Front printed casual tee
- Round neckline
- Unlined
- Regular fit
- Polyblend
- Model wears a UK 8 and is 180cm tall","70% Polyester, 30% Viscose","Grey","Tops"
"1573782480-18666","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoStriped BlouseS$ 49.90International Sizes:XSSML","https://www.zalora.sg/mango-striped-blouse-white-1281812.html","Striped Blouse","Mango","S$ 49.90","- Short sleeved blouse with stripe print
- Sizing runs one size larger
- Round neckline
- Unlined
- Regular fit
- Button fastening
- Viscose","100% Viscose","White","Tops"
"1573750702-13654","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSNEW Fashion Lapel Sleeveless ShirtS$ 183.75NOW S$ 73.50International Sizes:S","https://www.zalora.sg/a-in-girls-new-fashion-lapel-sleeveless-shirt-blue-1152487.html","NEW Fashion Lapel Sleeveless Shirt","A-IN GIRLS","S$ 183.75","The latest Korean fashion hot selection 
- Korean fashion, smart choice 
- easy to match, fashion up to people 
- hot new, to the tide to IN 
- The product is manufactured differently depending on the supplier","Polyester blended","blue","Tops"
"1573781150-18517","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","FORCASTCharlisse Cropped Knit TopS$ 59.99International Sizes:XSSMLXL","https://www.zalora.sg/forcast-charlisse-cropped-knit-top-red-1244338.html","Charlisse Cropped Knit Top","FORCAST","S$ 59.99","- Rib knit cropped top with buttons
- V neckline
- Regular fit
- Slip on
- Sleeveless
- Viscose blend","77% viscose, 23% lycra","Raspberry","Tops"
"1573767511-17057","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","22% OFFESPRITWoven Short Sleeve ShirtS$ 89.95NOW S$ 69.95EU Sizes:38","https://www.zalora.sg/esprit-woven-short-sleeve-shirt-white-1092635.html","Woven Short Sleeve Shirt","ESPRIT","S$ 89.95","- Monochrome batwing sleeve shirt
- Sizing runs one size larger
- Collared neckline
- Unlined
- Regular fit
- Front button fastening
- Cotton blend
- Model wears a size 36 and is 174cm tall","73% Cotton, 24% Polyamide, 3% Elastane","Off White","Tops"
"1573748371-13023","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoButtoned Ribbed TopS$ 45.90International Sizes:XSSML","https://www.zalora.sg/mango-buttoned-ribbed-top-brown-1185351.html","Buttoned Ribbed Top","Mango","S$ 45.90","- Solid tone rib textured button detail top
- Sizing runs one size larger
- High neckline
- Unlined
- Slim fit
- Shoulder button fastening
- Viscose blend","77% Viscose, 19% Polyester, 4% Elastane","Medium Brown","Tops"
"1573767407-17045","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ESPRITDotted TeeS$ 29.95International Sizes:XXSXSSML","https://www.zalora.sg/esprit-dotted-tee-white-1269796.html","Dotted Tee","ESPRIT","S$ 29.95","- Polka dot print short sleeve T-shirt
- Sizing runs one size larger
- Unlined
- Crew neckline
- Regular fit
- Cotton
- Model wears an S and is 173cm tall","100% Cotton","Off White","Tops"
"1573756569-15117","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Cotton OnTbar Tie Front TeeS$ 19.99Available in several sizes","https://www.zalora.sg/cotton-on-tbar-tie-front-tee-navy-1268068.html","Tbar Tie Front Tee","Cotton On","S$ 19.99","- Graphic print short sleeve T-shirt with front tie detail
- Crew neckline
- Unlined
- Regular fit
- Front tie fastening
- Cotton
- Model wears an S and is 173cm tall","100% Cotton","Good Times Lips/moonlight","Tops"
"1573746082-12438","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Privacy PleaseEmilia Top(Revolve)S$ 171.00International Sizes:XSSM","https://www.zalora.sg/privacy-please-emilia-top-revolve-red-1251780.html","Emilia Top(Revolve)","Privacy Please","S$ 171.00","48% rayon 52% viscoseDry clean onlyFront tie closureBell sleeveSatin fabricImported","null","Red","Tops"
"1573772375-17613","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MeganeBest Frenz Darcia BlouseS$ 46.90International Sizes:MLXL","https://www.zalora.sg/megane-best-frenz-darcia-blouse-black-1239530.html","Best Frenz Darcia Blouse","Megane","S$ 46.90","- One shoulder button detail
- Asymmetrical neckline
- Unlined
- Regular fit
- Slip on style
- Polyester
- Model wears an S and is 173cm tall","Polyester","Black","Tops"
"1573755638-14911","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","36% OFFForever NewImogen Shirred Lace TopS$ 109.99NOW S$ 69.90International Sizes:SL","https://www.zalora.sg/forever-new-imogen-shirred-lace-top-white-1214913.html","Imogen Shirred Lace Top","Forever New","S$ 109.99","- Crossover lace top
- V neckline
- Lined
- Regular fit
- Shirred waist
- Polyblend
- Model wears an S and is 174cm tall","Polyblend","Porcelain","Tops"
"1573772153-17588","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","21% OFFPumaSportstyle Prime Evo Side Knot TeeS$ 44.00NOW S$ 34.90International Sizes:XSSL","https://www.zalora.sg/puma-sportstyle-prime-evo-side-knot-tee-black-1197795.html","Sportstyle Prime Evo Side Knot Tee","Puma","S$ 44.00","- Raglan sleeve side knot tee with asymmetrical hem
- Get ready for dry with dryCELL.
- Crew neckline
- Unlined
- Regular fit
- Modal blend
- Model wears an S and is 175cm tall","49% Modal, 45% Cotton, 6% Elastane","Puma Black","Tops"
"1573752086-14022","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","57% OFFTokichoiPlaid Button Detail Cami TopS$ 34.90NOW S$ 14.90International Sizes:SML","https://www.zalora.sg/tokichoi-plaid-button-detail-cami-top-white-multi-1130712.html","Plaid Button Detail Cami Top","Tokichoi","S$ 34.90","- Printed cami top 
- V neckline
- Unlined
- Regular fit
- Slip on style
- Adjustable shoulder straps
- Polyester","100% Polyester","Off White","Tops"
"1573768461-17168","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFBrave SoulPrinted Ringer T-ShirtS$ 28.90NOW S$ 17.20International Sizes:XSSML","https://www.zalora.sg/brave-soul-printed-ringer-t-shirt-multi-1238411.html","Printed Ringer T-Shirt","Brave Soul","S$ 28.90","- Stripe print graphic embroidered ringer tee
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Cotton blend
- Model wears an S and is 173cm tall","null","Antique White/Grey Marl","Tops"
"1573750848-13692","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","18% OFFFOREVER 21Tie Front Button Down CamiS$ 24.90NOW S$ 20.30International Sizes:L","https://www.zalora.sg/forever-21-tie-front-button-down-cami-white-1180271.html","Tie Front Button Down Cami","FOREVER 21","S$ 24.90","- Camisole top with lace detail
- V-neckline
- Regular fit
- Front button fastening
- Self-tie hem closure
- Sleeveless
- Adjustable shoulder straps
- Rayon blend","90% Rayon, 10% Spandex/Elastane","Ivory","Tops"
"1573776152-18014","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","20% OFFSomething BorrowedFluted Hem Cami TopS$ 24.90NOW S$ 19.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-fluted-hem-cami-top-multi-navy-1139159.html","Fluted Hem Cami Top","Something Borrowed","S$ 24.90","- Strappy top with allover print
- Square neckline
- Regular fit
- Adjustable straps
- Polyester blend","97% Polyester 3% Spandex","Navy/Multi","Tops"
"1573753527-14402","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","61% OFFVero ModaJulia 3/4 Tie Dobby TopS$ 59.00NOW S$ 22.90International Sizes:ML","https://www.zalora.sg/vero-moda-julia-3-4-tie-dobby-top-white-1108338.html","Julia 3/4 Tie Dobby Top","Vero Moda","S$ 59.00","- Long sleeved sheer lace top with embroidered details
- Comes with waist tie sash
- High neckline
- Unlined
- Regular fit
- Polyester
- Model wears an S and is 177cm tall","100% Polyester","Snow White","null"
"1573756991-15216","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","58% OFFGAPSquare Neck TopS$ 61.90NOW S$ 25.90International Sizes:XXSXSSM","https://www.zalora.sg/gap-square-neck-top-multi-1118808.html","Square Neck Top","GAP","S$ 61.90","- Stripe print textured top
- Square neckline
- Unlined
- Regular fit
- Slip on style
- Linen blend
- Model wears an S and is 174cm tall","55% Linen 45% Cotton","Multi","Tops"
"1573757987-15436","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoFringes Details Cotton T-ShirtS$ 29.90International Sizes:XSSML","https://www.zalora.sg/mango-fringes-details-cotton-t-shirt-white-1275371.html","Fringes Details Cotton T-Shirt","Mango","S$ 29.90","- Solid tone tee with fringe details
- Sizing runs one size larger
- Round neckline
- Regular fit
- Cotton","100% Cotton","Natural White","Tops"
"1573753285-14338","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","UniqTeePuff Sleeve Scoop Neck TopS$ 13.90International Sizes:SMLXL","https://www.zalora.sg/uniqtee-puff-sleeve-scoop-neck-top-white-1294725.html","Puff Sleeve Scoop Neck Top","UniqTee","S$ 13.90","- Solid tone plain puff sleeve T-shirt
- Unlined
- Scoop neckline
- Regular fit
- Cotton
- Model wears an S and is 176cm tall","100% Cotton","White","Tops"
"1573777562-18128","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","31% OFFGrace & MilaLong Sleeves Shirt with Lace YokeS$ 85.90NOW S$ 58.90International Sizes:SML","https://www.zalora.sg/grace-mila-long-sleeves-shirt-with-lace-yoke-red-1205566.html","Long Sleeves Shirt with Lace Yoke","Grace & Mila","S$ 85.90","- Sheer floral printed shirt
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 174cm tall","100% Polyester","Red","Tops"
"1573779632-18350","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","adidasParley Training Tank - adidas performanceS$ 57.00International Sizes:SML","https://www.zalora.sg/adidas-parley-training-tank-adidas-performance-white-1221563.html","Parley Training Tank - adidas performance","adidas","S$ 57.00","- adidas performance
- Best for training
- All over print racerback tank top
- Unlined
- Crew neckline
- Regular fit
- Polyblend
- Model wears an S and is 175cm tall","null","Chalk Coral S18/White","Tops"
"1573748622-13092","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFCalvin KleinA-Bond Monogram T-Shirt - Calvin Klein JeansS$ 129.00NOW S$ 90.00International Sizes:XSSMLXL","https://www.zalora.sg/calvin-klein-a-bond-monogram-t-shirt-calvin-klein-jeans-white-1204218.html","A-Bond Monogram T-Shirt - Calvin Klein Jeans","Calvin Klein","S$ 129.00","- Brand logo patch detail tee
- Round neckline
- Regular fit
- Cotton blend
- Model wears an S and is 174cm tall","95% Cotton, 5% Elastane","Bright White","Tops"
"1573746931-12679","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","5% OFFFOREVER 21Sleeveless Tie Neck TopS$ 23.90NOW S$ 22.70International Sizes:SML","https://www.zalora.sg/forever-21-sleeveless-tie-neck-top-black-1230878.html","Sleeveless Tie Neck Top","FOREVER 21","S$ 23.90","- Solid tone collared top with tie detail
- Tied collar neckline
- Regular fit
- Front button closure
- Polyblend","100% Polyblend","Black","Tops"
"1573782516-18670","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","25% OFFZALORASmoked Waist Peplum TopS$ 39.90NOW S$ 29.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-smoked-waist-peplum-top-white-1132395.html","Smoked Waist Peplum Top","ZALORA","S$ 39.90","- Solid tone long sleeve blouse with button detail
- Unlined
- V neckline
- Slim fit
- Slip on
- Polyester","100% Polyester Woven","Off White","Tops"
"1573755034-14770","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFPure ApparelMagic TankS$ 90.00NOW S$ 45.00International Sizes:268","https://www.zalora.sg/pure-apparel-magic-tank-black-1194678.html","Magic Tank","Pure Apparel","S$ 90.00","-Fabric:Premium Supplex® Lycra® fabric. Offering a soft touch feel and keeping you dry and comfortable throughout your practice, and stretching with you in every direction whilst keeping it’s original shape.
-Fit / Silhouette:New tight fit tank with multi-strap back detail.
-Logo:Signature gel print logo placed at back right panel.","null","Black","Tops"
"1573745181-12202","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","18% OFFadidasadidas essentials linear tank topS$ 30.00NOW S$ 24.60International Sizes:ML","https://www.zalora.sg/adidas-adidas-essentials-linear-tank-top-pink-1085601.html","adidas essentials linear tank top","adidas","S$ 30.00","- adidas performance
- Best for training
- Brand printed tank top
- Round neckline
- Regular fit
- Slip on style
- Deep armholes
- Racerback
- Extra soft feel made from cotton single jersey
- Cotton
- Model wears an S and is 174cm tall","100% Cotton Single Jersey","Prism Pink/White","Tops"
"1573762645-16368","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSSimple Ethnic Style Patch Pocket T-ShirtS$ 149.00NOW S$ 60.00International Sizes:M","https://www.zalora.sg/a-in-girls-simple-ethnic-style-patch-pocket-t-shirt-green-1182835.html","Simple Ethnic Style Patch Pocket T-Shirt","A-IN GIRLS","S$ 149.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","94.5% Cotton, 5.5% Spandex","green","Tops"
