web-scraper-order,web-scraper-start-url,link,link-href,category,title,price,description,style id,colour,material,manufacturing,detailed
"1573356255-16060","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike","https://www.nike.com/sg/t/short-sleeve-running-top-rt0gmL/BV3168-671","Women's Short-Sleeve Running Top","Nike","null","Built to run, the Nike Women's Short-Sleeve Running Top features side vents and sweat-wicking fabric for ultimate comfort.","Style: BV3168-671","Colour Shown: Bright Crimson/Black","Asymmetrical front seam creates a longer hem on the left.","null","A VENTILATED TOP FOR SWEAT-WICKING COMFORT.
Built to run, the Nike Women's Short-Sleeve Running Top features side vents and sweat-wicking fabric for ultimate comfort.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Knit jersey fabric has a shiny veneer.Asymmetrical front seam creates a longer hem on the left.This top belongs to the Rebel capsule, which celebrates a woman for who she is and who she strives to be.
Product DetailsDropped cap sleevesFabric: 85% polyester/15% lyocellMachine washImportedColour Shown: Bright Crimson/BlackStyle: BV3168-671Country/Region of Origin: Vietnam"
"1573356160-16042","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike","https://www.nike.com/sg/t/sleeveless-training-tank-SFw1Wx/BV5119-671","Women's Sleeveless Training Tank","Nike","null","The Nike Women's Sleeveless Training Top provides a comfortable, free-flowing fit and feel for the days when the training is lighter.","Style: BV5119-671","Colour Shown: Bright Crimson/White/White","Raw edges around the arms and hemline for a distressed look.","null","SLEEVELESS COMFORT AND BREATHABILITY IN A FREE-FLOWING TOP.
The Nike Women's Sleeveless Training Top provides a comfortable, free-flowing fit and feel for the days when the training is lighter.
BenefitsDri-FIT Technology moves sweat from your skin for quicker evaporation to help you stay dry and comfortable.Wide-open armholes create a relaxed, super-comfortable feel.Raw edges around the arms and hemline for a distressed look.Graphic detailing on chest.Falls at the crotch for extra coverage.
Product DetailsFabric: 65% polyester/35% rayonMachine washImportedColour Shown: Bright Crimson/White/WhiteStyle: BV5119-671Country/Region of Origin: Thailand"
"1573356313-16071","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Air","https://www.nike.com/sg/t/air-short-sleeve-top-gv90hq/BV4778-363","Women's Short-Sleeve Top","Nike Air","$49","An everyday fundamental, the Nike Air Women's Short-Sleeve Top sets you up in soft jersey fabric with a printed Nike graphic for extra flavour.","Style: BV4778-363","Colour Shown: Ocean Cube","Printed graphic reps Nike Air.","null","A SOFT STANDARD.
An everyday fundamental, the Nike Air Women's Short-Sleeve Top sets you up in soft jersey fabric with a printed Nike graphic for extra flavour.
BenefitsJersey fabric feels soft.Loose fit gives you room to move.Printed graphic reps Nike Air.
Product DetailsFabric: 100% organic cottonMachine washImportedColour Shown: Ocean CubeStyle: BV4778-363Country/Region of Origin: Turkey
MADE FROM SUSTAINABLE MATERIALSThis product is made with at least 50% certified organically grown cotton fabric for all-day comfort, without synthetic chemicals and with less water than conventional cotton."
"1573356471-16101","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike One Luxe","https://www.nike.com/sg/t/one-luxe-tights-S5cp94/AT3099-010","Women's Tights","Nike One Luxe","$109","The Nike One Tights are designed for all-day wear—not just your workout. They blend soft, durable fabric with performance Dri-FIT Technology to keep you dry and comfortable whether you're hanging from a pull-up bar or hanging out on the couch. Hidden pockets store your phone and other essentials.","Style: AT3099-010","Colour Shown: Black/Clear","Mid-rise waistband feels snug and secure.","Country/Region of Origin: Vietnam","24/7 STYLE AND COMFORT.
The Nike One Tights are designed for all-day wear—not just your workout. They blend soft, durable fabric with performance Dri-FIT Technology to keep you dry and comfortable whether you're hanging from a pull-up bar or hanging out on the couch. Hidden pockets store your phone and other essentials.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Thick knit fabric feels soft and sleek.Mid-rise waistband feels snug and secure.Slip-in pocket on the back waistband is big enough to hold your phone.Small hidden pocket at the front of the waistband holds keys or cash.
Product DetailsTight fit for a body-hugging feelLined gussetFabric: Heather: 78% polyester/22% elastane. Solid: 76% polyester/24% elastane.Machine washImportedColour Shown: Black/ClearStyle: AT3099-010Country/Region of Origin: Vietnam"
"1573356081-16027","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Elevate","https://www.nike.com/sg/t/elevate-running-shorts-RmqLGR/AH6984-010","Women's Running Shorts","Nike Elevate","null","The Nike Elevate Women's JDI Running Shorts are made from a lightweight and flexible fabric. They feature split side seams to allow for a full range of motion as you hit your stride.","Style: AH6984-010","Colour Shown: Black/Black/White","Multiple pockets provide convenient storage","Machine wash","NATURAL FEEL ON THE RUN
The Nike Elevate Women's JDI Running Shorts are made from a lightweight and flexible fabric. They feature split side seams to allow for a full range of motion as you hit your stride.
BenefitsNike Flex fabric stretches with your bodySplit hem on the side seams allows a full strideMultiple pockets provide convenient storageDri-FIT Technology helps keep you dry and comfortableZip pocket with a vapour barrier in the back guards items from sweatElastic waistband with drawcord lets you adjust the fit
Product DetailsFabric: Body: 100% polyester. Lining: 100% recycled polyester. Mesh Lining: 100% polyester.Machine washImportedColour Shown: Black/Black/WhiteStyle: AH6984-010Country/Region of Origin: Vietnam"
"1573356559-16118","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Jordan 23 Engineered","https://www.nike.com/sg/t/jordan-23-engineered-trousers-l191kH/CD8141-010","Trousers","Jordan 23 Engineered","$199","Carefully crafted with modern construction methods and hidden details, the Jordan 23 Engineered Trousers are a triple threat—functional, fashionable and comfortable.","Style: CD8141-010","Colour Shown: Black/Black","Elastic waistband with belt loops","Country/Region of Origin: China","A PREMIUM FIT WITH STREET-READY DETAILS.
Carefully crafted with modern construction methods and hidden details, the Jordan 23 Engineered Trousers are a triple threat—functional, fashionable and comfortable.
Cargo-Ready6 pockets give plenty of space to carry everyday essentials.
Surprising DesignFull-length gussets on the lower legs reveal hidden, MJ-inspired branding.
Comfortable FeelEngineered synthetic fabric has just the right amount of stretch, delivering all-day comfort that moves with you.
Wear Them Your WayZips on the lower legs let you customise the look and coverage.
Product DetailsStandard fit for a relaxed, easy feelBody: 100% polyester. Overlays: 100% nylon.Elastic waistband with belt loopsMachine washImportedColour Shown: Black/BlackStyle: CD8141-010Country/Region of Origin: China"
"1573356602-16126","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike","https://www.nike.com/sg/t/high-support-sports-bra-CZ9kFD/BV3782-606","Women's High-Support Sports Bra","Nike","null","The Nike Sports Bra features ""smart"" fabric that increases support when you escalate to higher-impact activities, making it ideal for all-day wear before and after your workouts. It's lightly padded for enhanced coverage and shaping so you can tackle your workout with confidence.","Style: BV3782-606","Colour Shown: Pink Quartz/Pink Quartz/Black","A key-hole opening on the back and mesh fabric increase breathability and ventilation.","null","SMART-FABRIC SUPPORT FOR HIGH-IMPACT TRAINING.
The Nike Sports Bra features ""smart"" fabric that increases support when you escalate to higher-impact activities, making it ideal for all-day wear before and after your workouts. It's lightly padded for enhanced coverage and shaping so you can tackle your workout with confidence.
BenefitsDri-FIT Technology moves sweat from your skin for quicker evaporation to help you stay dry and comfortable.Smart fabric ""locks out"" to optimise support during increased impact activities.A key-hole opening on the back and mesh fabric increase breathability and ventilation.Designed for high-impact activities such as football, tennis and basketball and ideal for large-cup sizes regardless of activity.
Product DetailsTight fit for a body-hugging feelFabric: Body: 81% nylon/19% elastane. Mesh panels: 81% polyester/19% elastane. Insets: 65% nylon/35% elastane. Elastic: 86% nylon/14% elastane. Panels lining: 100% polyester. Pad back fabric: 92% polyester/8% elastane.Machine washImportedColour Shown: Pink Quartz/Pink Quartz/BlackStyle: BV3782-606Country/Region of Origin: Vietnam"
"1573356086-16028","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Cotton Cushion Crew","https://www.nike.com/sg/t/cotton-cushion-crew-socks-7r40vq/SX4700-001","Socks (3 Pair)","Nike Cotton Cushion Crew","$19","Made with arch compression and sweat-wicking fabric to help keep you dry, the Nike Cotton Cushion Crew Socks (3 Pair) offer comfort and enhanced support.","Style: SX4700-001","Colour Shown: Black/White","Reinforced heel and toe for enhanced durability in high-wear areas","Colour Shown: Black/White","The Nike Cotton Cushion Crew Socks: comfort and a secure fit
Made with arch compression and sweat-wicking fabric to help keep you dry, the Nike Cotton Cushion Crew Socks (3 Pair) offer comfort and enhanced support.


BenefitsSweat-wicking fabric to help keep feet dry and comfortableRib cuffs for a snug, comfortable fitReinforced heel and toe for enhanced durability in high-wear areasArch support for a secure fit
Product DetailsFabric: 63% cotton/33% nylon/2% polyester/2% elastaneMachine washImportedColour Shown: Black/WhiteStyle: SX4700-001Country/Region of Origin: China"
"1573356107-16032","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Pro HyperCool","https://www.nike.com/sg/t/pro-hypercool-training-shorts-Rr1qnt/932285-010","Women's Training Shorts","Nike Pro HyperCool","$65","The Nike Pro HyperCool Women's Training Shorts feature cooling fabric and body-mapped mesh panels for dry comfort during your workout.","Style: 932285-010","Colour Shown: Black/Black/Clear","Elastic waistband offers a snug, comfortable feel","Colour Shown: Black/Black/Clear","ADVANCED COOLING
The Nike Pro HyperCool Women's Training Shorts feature cooling fabric and body-mapped mesh panels for dry comfort during your workout.
BenefitsNike Pro HyperCool technology combines targeted ventilation with sweat-wicking fabricBody-mapped mesh panels enhance breathabilityElastic waistband offers a snug, comfortable feelFabric used is 80 grams lighter than traditional Nike Pro material
Product DetailsFabric: Body: 79% nylon/21% elastane. Panels: 69% nylon/31% elastane. Waistband: 49% nylon/42% polyester/9% elastane. Gusset lining: 100% polyester.Machine washImportedColour Shown: Black/Black/ClearStyle: 932285-010Country/Region of Origin: Sri Lanka"
"1573356476-16102","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Everyday Lightweight","https://www.nike.com/sg/t/everyday-lightweight-training-no-show-socks-K5cbcM/SX7678-100","Training No-Show Socks (3 Pairs)","Nike Everyday Lightweight","$19","Power through your workout with the Nike Everyday Lightweight Socks. Soft yarns with sweat-wicking technology help keep your feet comfortable and dry.","Style: SX7678-100","Colour Shown: White/Black","No-show silhouette offers a low-profile look.","null","SWEAT-WICKING COMFORT.
Power through your workout with the Nike Everyday Lightweight Socks. Soft yarns with sweat-wicking technology help keep your feet comfortable and dry.
BenefitsDri-FIT Technology helps your feet stay dry and comfortable.Arch band provides a supportive feel.No-show silhouette offers a low-profile look.
Product DetailsFabric: Solid: 66% cotton/32% polyester/2% elastane. Heather: 60% cotton/38% polyester/2% elastane.Machine washImportedColour Shown: White/BlackStyle: SX7678-100Country/Region of Origin: Turkey"
